FIPS,county,state,total.population.est,age.o65y.per,males.100.females.ratio,edu.o25y.high.school.grad.per,edu.o25y.bacherlor.or.higher.per,housing.units.vacant.per,race.white.per,race.black.per,race.native.american.per,race.asian.per,race.pacific.per,race.other.per,race.latino.per,rel.population.total.members.per,work.laborforce.civilian.is.unemployed.per,work.occupation.management.business.science.arts.per,work.occupation.service.per,work.occupation.sales.office.per,work.occupation.natural.ressources.construction.maintenance.per,work.occupation.production.transportation.per,work.class.of.worker.private.per,work.class.of.worker.gov.per,work.class.of.worker.self.employed.per,income.median.est,income.with.social.security.per,insurance.with.insurance.per,poverty.all.people.per,household.average.family.size.est,disability.is.per,residence.1y.ago.same.county.per,place.of.birth.foreign.per,foreign.born.place.latin.america.per,language.spoken.at.home.english.only.per,geo.density.population.ratio,geo.density.housing.ratio,health.general.practicioner.per.1000.ratio,votes.republicans.per,party.governor,voting.behavior
02110,Juneau City and Borough,Alaska,32531,0.096,104.8,0.211,0.385,0.08,0.66,0.01,0.12,0.06,0.01,0.15,0.06,0.243,0.052,0.454,0.143,0.22,0.107,0.077,0.533,0.388,0.077,85746,0.206,0.855,0.066,3.14,0.097,0.938,0.078,0.154,0.892,12.04,4.87,1.02,0.53,Independent,Rep
02122,Kenai Peninsula Borough,Alaska,57221,0.134,110,0.331,0.228,0.30,0.82,0.01,0.07,0.01,0.00,0.11,0.04,0.279,0.094,0.299,0.19,0.222,0.169,0.12,0.722,0.174,0.098,63684,0.293,0.788,0.1,3.2,0.14,0.925,0.028,0.24,0.924,3.56,1.91,0.76,0.53,Independent,Rep
02130,Ketchikan Gateway Borough,Alaska,13699,0.117,105.7,0.328,0.238,0.15,0.65,0.00,0.14,0.07,0.00,0.18,0.05,0.305,0.079,0.304,0.163,0.267,0.128,0.138,0.627,0.295,0.073,64222,0.24,0.812,0.121,3.11,0.136,0.915,0.078,0.105,0.904,2.82,1.28,0.52,0.53,Independent,Rep
02150,Kodiak Island Borough,Alaska,13973,0.079,114.8,0.273,0.247,0.14,0.51,0.00,0.13,0.21,0.01,0.08,0.08,0.210,0.063,0.271,0.213,0.193,0.094,0.229,0.65,0.253,0.094,70887,0.179,0.744,0.113,3.34,0.122,0.903,0.17,0.159,0.767,2.13,0.81,1.40,0.53,Independent,Rep
02158,Kusilvak Census Area,Alaska,7914,0.052,113.1,0.49,0.05,0.23,0.04,0.00,0.87,0.00,0.00,0.13,0.01,0.000,0.286,0.299,0.228,0.224,0.146,0.103,0.454,0.538,0.005,38229,0.217,0.719,0.333,5.04,0.102,0.967,0.009,0.232,0.54,0.46,0.13,0.00,0.53,Independent,Rep
02164,Lake and Peninsula Borough,Alaska,1474,0.064,98.4,0.429,0.13,0.67,0.21,0.01,0.68,0.03,0.01,0.09,0.02,0.036,0.098,0.341,0.207,0.134,0.163,0.155,0.422,0.516,0.061,50781,0.179,0.65,0.168,3.53,0.13,0.953,0.036,0.113,0.856,0.06,0.06,0.00,0.53,Independent,Rep
02170,Matanuska-Susitna Borough,Alaska,96178,0.091,109.2,0.316,0.208,0.25,0.81,0.01,0.05,0.01,0.00,0.14,0.04,0.237,0.098,0.328,0.166,0.223,0.179,0.105,0.706,0.215,0.078,72983,0.216,0.816,0.1,3.54,0.115,0.924,0.038,0.1,0.922,3.91,1.68,0.44,0.53,Independent,Rep
02180,Nome Census Area,Alaska,9854,0.071,115.1,0.413,0.141,0.27,0.17,0.01,0.70,0.01,0.00,0.19,0.02,0.374,0.165,0.347,0.224,0.221,0.114,0.094,0.506,0.44,0.052,48868,0.216,0.718,0.27,3.66,0.112,0.949,0.017,0.077,0.711,0.43,0.18,1.05,0.53,Independent,Rep
02185,North Slope Borough,Alaska,9667,0.047,176.6,0.368,0.139,0.22,0.32,0.01,0.47,0.05,0.06,0.11,0.04,0.266,0.093,0.24,0.15,0.184,0.25,0.175,0.738,0.252,0.009,72576,0.189,0.775,0.102,3.72,0.092,0.901,0.065,0.128,0.655,0.11,0.03,0.32,0.53,Independent,Rep
02188,Northwest Arctic Borough,Alaska,7732,0.067,116.8,0.436,0.107,0.30,0.12,0.00,0.82,0.01,0.00,0.07,0.02,0.433,0.219,0.338,0.182,0.224,0.149,0.108,0.54,0.437,0.021,63648,0.232,0.679,0.238,4.33,0.107,0.952,0.009,0.11,0.645,0.22,0.08,0.66,0.53,Independent,Rep
02195,Petersburg Borough,Alaska,3221,0.123,112.9,0.312,0.254,0.26,0.69,0.03,0.06,0.02,0.00,0.21,0.09,0.304,0.084,0.307,0.139,0.176,0.21,0.168,0.548,0.332,0.115,67935,0.255,0.781,0.102,2.96,0.135,0.944,0.061,0.337,0.868,0.98,0.53,1.31,0.53,Independent,Rep
02198,Prince of Wales-Hyder Census Area,Alaska,6376,0.109,119.3,0.409,0.155,0.32,0.46,0.00,0.40,0.01,0.00,0.19,0.03,0.245,0.139,0.27,0.173,0.191,0.2,0.166,0.504,0.377,0.118,48523,0.298,0.668,0.146,3.48,0.153,0.934,0.016,0.079,0.956,1.63,0.85,1.62,0.53,Independent,Rep
02220,Sitka City and Borough,Alaska,8943,0.125,105.2,0.221,0.312,0.16,0.63,0.01,0.14,0.06,0.00,0.21,0.06,0.273,0.038,0.376,0.186,0.214,0.116,0.108,0.601,0.282,0.117,70376,0.253,0.825,0.09,3.23,0.107,0.9,0.084,0.105,0.889,3.12,1.44,2.48,0.53,Independent,Rep
02230,Skagway Municipality,Alaska,999,0.085,111.7,0.29,0.359,0.36,0.75,0.00,0.05,0.11,0.00,0.09,0.05,0.154,0.078,0.275,0.169,0.21,0.102,0.244,0.682,0.225,0.075,69318,0.138,0.752,0.044,2.74,0.065,0.881,0.097,0,0.868,2.21,1.41,0.00,0.53,Independent,Rep
02240,Southeast Fairbanks Census Area,Alaska,7029,0.109,125.3,0.332,0.179,0.46,0.77,0.01,0.11,0.01,0.00,0.11,0.05,0.211,0.094,0.304,0.212,0.156,0.215,0.112,0.64,0.278,0.078,62670,0.262,0.779,0.145,3.71,0.138,0.911,0.104,0.029,0.747,0.28,0.16,0.85,0.53,Independent,Rep
02261,Valdez-Cordova Census Area,Alaska,9617,0.097,114.7,0.272,0.287,0.51,0.70,0.00,0.15,0.03,0.00,0.13,0.04,0.340,0.107,0.354,0.189,0.19,0.205,0.062,0.566,0.329,0.101,78810,0.229,0.769,0.109,3.59,0.101,0.894,0.044,0.044,0.912,0.28,0.18,0.42,0.53,Independent,Rep
02275,Wrangell City and Borough,Alaska,2387,0.216,105.8,0.356,0.198,0.25,0.68,0.00,0.17,0.03,0.00,0.20,0.01,0.304,0.075,0.302,0.171,0.227,0.178,0.121,0.54,0.325,0.134,48603,0.373,0.788,0.118,2.7,0.224,0.931,0.047,0.098,0.953,0.94,0.59,1.27,0.53,Independent,Rep
02282,Yakutat City and Borough,Alaska,643,0.108,133,0.447,0.153,0.36,0.39,0.01,0.32,0.07,0.01,0.33,0.03,0.018,0.079,0.296,0.147,0.181,0.224,0.152,0.528,0.371,0.101,72500,0.316,0.787,0.054,2.81,0.081,0.902,0.062,0.025,0.832,0.08,0.05,4.53,0.53,Independent,Rep
02290,Yukon-Koyukuk Census Area,Alaska,5644,0.129,116.6,0.401,0.112,0.51,0.22,0.00,0.70,0.00,0.00,0.11,0.02,0.067,0.182,0.357,0.187,0.195,0.156,0.105,0.333,0.617,0.051,38491,0.292,0.621,0.224,3.57,0.166,0.947,0.011,0.079,0.858,0.04,0.03,0.36,0.53,Independent,Rep
04001,Apache County,Arizona,72124,0.13,97.8,0.334,0.108,0.41,0.19,0.01,0.72,0.00,0.00,0.03,0.06,0.162,0.182,0.288,0.257,0.204,0.134,0.118,0.502,0.45,0.047,31757,0.348,0.761,0.366,4.64,0.152,0.963,0.02,0.556,0.447,6.44,2.92,0.22,0.28,Rep,Rep
04003,Cochise County,Arizona,129647,0.191,104,0.234,0.229,0.19,0.57,0.04,0.01,0.02,0.00,0.06,0.34,0.262,0.087,0.337,0.249,0.234,0.103,0.076,0.632,0.305,0.061,45075,0.395,0.885,0.179,2.99,0.169,0.892,0.114,0.699,0.715,21.03,9.75,0.27,0.58,Rep,Rep
04005,Coconino County,Arizona,136701,0.103,97.7,0.213,0.336,0.27,0.55,0.01,0.26,0.02,0.00,0.05,0.14,0.250,0.088,0.347,0.225,0.235,0.084,0.109,0.722,0.233,0.044,50234,0.242,0.818,0.227,3.23,0.111,0.892,0.054,0.465,0.757,7.34,3.43,0.69,0.37,Rep,Rep
04007,Gila County,Arizona,53165,0.255,98.9,0.3,0.167,0.37,0.64,0.01,0.15,0.01,0.00,0.03,0.19,0.206,0.128,0.294,0.231,0.222,0.154,0.1,0.722,0.231,0.046,39751,0.499,0.849,0.227,3.08,0.212,0.937,0.043,0.453,0.842,11.17,6.93,0.43,0.64,Rep,Rep
04009,Graham County,Arizona,37407,0.12,115.5,0.329,0.132,0.17,0.52,0.02,0.13,0.01,0.00,0.02,0.32,0.242,0.141,0.298,0.213,0.209,0.161,0.119,0.711,0.25,0.038,45964,0.332,0.868,0.226,3.62,0.135,0.918,0.048,0.792,0.796,8.09,2.84,0.64,0.67,Rep,Rep
04011,Greenlee County,Arizona,9023,0.115,111.1,0.375,0.108,0.27,0.47,0.01,0.03,0.00,0.00,0.02,0.47,0.664,0.1,0.264,0.127,0.136,0.314,0.159,0.815,0.143,0.042,51628,0.337,0.866,0.137,3.24,0.137,0.909,0.046,0.594,0.777,4.90,2.39,0.71,0.58,Rep,Rep
04012,La Paz County,Arizona,20335,0.35,104.2,0.366,0.099,0.42,0.60,0.00,0.12,0.01,0.00,0.02,0.25,0.183,0.112,0.252,0.217,0.218,0.206,0.107,0.608,0.313,0.079,34466,0.575,0.863,0.191,2.71,0.191,0.955,0.127,0.76,0.806,4.52,3.58,0.49,0.69,Rep,Rep
04013,Maricopa County,Arizona,4018143,0.135,97.7,0.23,0.305,0.14,0.57,0.05,0.02,0.04,0.00,0.04,0.30,0.203,0.077,0.366,0.184,0.272,0.084,0.095,0.825,0.117,0.057,54229,0.279,0.848,0.17,3.38,0.105,0.95,0.148,0.612,0.735,436.75,181.36,0.44,0.49,Rep,Rep
04015,Mohave County,Arizona,203362,0.259,101.4,0.357,0.118,0.28,0.78,0.01,0.02,0.01,0.00,0.04,0.16,0.191,0.132,0.25,0.252,0.274,0.105,0.12,0.783,0.15,0.064,38488,0.511,0.844,0.198,2.96,0.204,0.904,0.073,0.576,0.889,15.28,8.41,0.24,0.74,Rep,Rep
04017,Navajo County,Arizona,107656,0.152,100.6,0.295,0.148,0.41,0.43,0.00,0.43,0.01,0.00,0.04,0.11,0.187,0.198,0.285,0.256,0.227,0.116,0.116,0.611,0.313,0.074,35921,0.376,0.822,0.306,3.73,0.177,0.934,0.027,0.631,0.629,10.82,5.77,0.65,0.51,Rep,Rep
04019,Pima County,Arizona,998537,0.173,96.8,0.228,0.303,0.13,0.54,0.03,0.02,0.03,0.00,0.04,0.36,0.249,0.1,0.36,0.217,0.25,0.089,0.084,0.749,0.183,0.066,46162,0.341,0.867,0.193,3.14,0.144,0.941,0.129,0.649,0.714,108.69,48.63,0.57,0.41,Rep,Rep
04021,Pinal County,Arizona,389772,0.172,108.1,0.301,0.18,0.22,0.58,0.04,0.05,0.02,0.00,0.04,0.29,0.119,0.106,0.305,0.222,0.248,0.11,0.116,0.762,0.185,0.05,49477,0.382,0.868,0.173,3.39,0.137,0.885,0.101,0.659,0.79,72.64,30.47,0.19,0.57,Rep,Rep
04023,Santa Cruz County,Arizona,47073,0.152,92.1,0.253,0.221,0.15,0.16,0.00,0.00,0.01,0.00,0.00,0.83,0.174,0.113,0.268,0.186,0.316,0.101,0.129,0.68,0.205,0.11,40140,0.326,0.822,0.235,3.59,0.102,0.954,0.336,0.961,0.232,38.06,14.64,0.25,0.24,Rep,Rep
04025,Yavapai County,Arizona,215996,0.273,95.8,0.256,0.257,0.17,0.81,0.01,0.02,0.01,0.00,0.04,0.14,0.219,0.1,0.313,0.229,0.24,0.119,0.098,0.763,0.142,0.094,44748,0.494,0.866,0.16,2.83,0.182,0.92,0.067,0.543,0.896,26.59,13.75,0.53,0.63,Rep,Rep
04027,Yuma County,Arizona,202987,0.169,104.6,0.25,0.144,0.21,0.34,0.02,0.01,0.01,0.00,0.02,0.61,0.241,0.131,0.25,0.241,0.229,0.163,0.118,0.731,0.219,0.049,40743,0.344,0.806,0.207,3.18,0.116,0.929,0.263,0.868,0.479,36.81,16.20,0.20,0.51,Rep,Rep
05001,Arkansas County,Arkansas,18731,0.172,91.2,0.425,0.124,0.18,0.70,0.25,0.00,0.00,0.00,0.02,0.03,0.492,0.083,0.268,0.17,0.208,0.087,0.267,0.764,0.153,0.077,36411,0.349,0.873,0.201,3.02,0.217,0.938,0.02,0.701,0.969,18.94,9.55,0.63,0.62,Rep,Rep
05003,Ashley County,Arkansas,21229,0.176,92.2,0.414,0.132,0.18,0.68,0.26,0.00,0.00,0.00,0.01,0.05,0.575,0.118,0.28,0.175,0.187,0.122,0.236,0.766,0.18,0.048,34263,0.378,0.857,0.207,3.06,0.224,0.973,0.024,0.911,0.951,22.94,10.92,0.46,0.67,Rep,Rep
05005,Baxter County,Arkansas,41040,0.297,93.3,0.356,0.179,0.20,0.95,0.00,0.01,0.01,0.00,0.03,0.02,0.469,0.076,0.292,0.197,0.233,0.085,0.193,0.789,0.128,0.083,35396,0.538,0.892,0.159,2.74,0.22,0.946,0.024,0.201,0.978,74.04,40.80,0.60,0.75,Rep,Rep
05007,Benton County,Arkansas,238198,0.127,97.8,0.308,0.302,0.11,0.75,0.01,0.01,0.03,0.00,0.05,0.16,0.450,0.042,0.352,0.135,0.265,0.093,0.155,0.859,0.08,0.059,56239,0.281,0.87,0.122,3.2,0.093,0.934,0.114,0.68,0.858,281.11,113.75,0.53,0.64,Rep,Rep
05009,Boone County,Arkansas,37227,0.194,95,0.359,0.147,0.11,0.94,0.00,0.01,0.00,0.00,0.03,0.02,0.564,0.084,0.307,0.189,0.254,0.109,0.141,0.78,0.126,0.089,39251,0.412,0.871,0.177,2.94,0.199,0.93,0.012,0.079,0.975,63.07,28.64,0.70,0.77,Rep,Rep
05011,Bradley County,Arkansas,11206,0.179,97.6,0.421,0.13,0.21,0.57,0.29,0.00,0.00,0.00,0.01,0.14,0.685,0.094,0.256,0.17,0.211,0.161,0.202,0.728,0.216,0.056,33701,0.356,0.84,0.29,2.91,0.226,0.975,0.065,1,0.887,17.26,8.98,0.61,0.60,Rep,Rep
05013,Calhoun County,Arkansas,5245,0.191,105.4,0.493,0.105,0.26,0.73,0.22,0.00,0.00,0.00,0.02,0.03,0.724,0.072,0.22,0.156,0.179,0.185,0.259,0.749,0.177,0.074,36899,0.403,0.859,0.178,2.87,0.296,0.929,0.006,1,0.979,8.34,4.60,0.19,0.69,Rep,Rep
05015,Carroll County,Arkansas,27635,0.207,96,0.35,0.167,0.19,0.82,0.00,0.00,0.00,0.01,0.03,0.14,0.374,0.062,0.275,0.167,0.191,0.127,0.24,0.785,0.111,0.102,36897,0.435,0.824,0.183,3.09,0.174,0.932,0.082,0.86,0.852,43.86,21.52,0.84,0.64,Rep,Rep
05017,Chicot County,Arkansas,11353,0.191,96.6,0.446,0.111,0.16,0.40,0.54,0.00,0.00,0.00,0.01,0.05,0.568,0.115,0.279,0.205,0.266,0.118,0.133,0.666,0.248,0.086,28913,0.418,0.851,0.317,2.97,0.246,0.938,0.029,0.668,0.95,17.62,8.39,0.85,0.41,Rep,Rep
05019,Clark County,Arkansas,22751,0.154,90.1,0.336,0.239,0.16,0.70,0.24,0.00,0.01,0.00,0.02,0.04,0.538,0.084,0.35,0.211,0.224,0.074,0.14,0.731,0.212,0.053,35031,0.371,0.877,0.237,2.91,0.18,0.891,0.027,0.673,0.949,26.27,12.00,0.26,0.53,Rep,Rep
05021,Clay County,Arkansas,15400,0.207,97.1,0.438,0.109,0.18,0.96,0.00,0.00,0.00,0.00,0.03,0.02,0.314,0.095,0.226,0.177,0.219,0.133,0.245,0.786,0.134,0.079,32552,0.443,0.843,0.218,2.85,0.228,0.948,0.013,0.652,0.977,24.08,12.58,0.25,0.63,Rep,Rep
05023,Cleburne County,Arkansas,25711,0.252,99.8,0.392,0.168,0.36,0.95,0.01,0.01,0.00,0.00,0.02,0.02,0.402,0.102,0.259,0.173,0.234,0.126,0.207,0.754,0.153,0.089,42905,0.492,0.843,0.145,3.03,0.185,0.933,0.014,0.378,0.977,46.44,28.61,0.77,0.79,Rep,Rep
05025,Cleveland County,Arkansas,8510,0.18,99,0.448,0.153,0.18,0.85,0.11,0.00,0.00,0.00,0.03,0.02,0.480,0.097,0.292,0.138,0.213,0.201,0.157,0.702,0.245,0.053,43158,0.355,0.889,0.208,3.02,0.224,0.969,0.016,0.432,0.982,14.24,6.78,0.12,0.75,Rep,Rep
05027,Columbia County,Arkansas,24327,0.163,90.7,0.382,0.2,0.17,0.59,0.35,0.00,0.01,0.00,0.02,0.03,0.725,0.101,0.274,0.161,0.269,0.112,0.184,0.761,0.196,0.043,36619,0.389,0.872,0.256,2.83,0.188,0.93,0.032,0.662,0.95,31.76,15.11,1.06,0.62,Rep,Rep
05029,Conway County,Arkansas,21110,0.181,96.1,0.421,0.165,0.14,0.82,0.12,0.01,0.00,0.00,0.03,0.04,0.507,0.081,0.288,0.142,0.233,0.167,0.17,0.765,0.169,0.064,37732,0.425,0.876,0.226,3.01,0.199,0.945,0.021,0.863,0.957,38.23,17.61,0.61,0.62,Rep,Rep
05031,Craighead County,Arkansas,101409,0.124,94.8,0.328,0.255,0.09,0.78,0.14,0.00,0.01,0.00,0.03,0.05,0.437,0.075,0.338,0.167,0.229,0.1,0.167,0.783,0.147,0.069,42475,0.3,0.849,0.202,3.05,0.158,0.921,0.038,0.52,0.948,143.39,60.24,1.06,0.65,Rep,Rep
05033,Crawford County,Arkansas,61748,0.15,96.2,0.387,0.145,0.10,0.86,0.01,0.01,0.02,0.00,0.07,0.07,0.432,0.079,0.28,0.17,0.244,0.119,0.186,0.804,0.147,0.048,41268,0.373,0.854,0.185,2.99,0.181,0.936,0.042,0.641,0.931,104.11,44.48,0.44,0.75,Rep,Rep
05035,Crittenden County,Arkansas,49765,0.119,89.3,0.363,0.164,0.15,0.44,0.51,0.00,0.01,0.00,0.03,0.02,0.454,0.099,0.295,0.185,0.255,0.088,0.178,0.777,0.168,0.052,38004,0.294,0.858,0.241,3.26,0.168,0.948,0.017,0.461,0.97,81.61,35.37,0.14,0.44,Rep,Rep
05037,Cross County,Arkansas,17467,0.167,92.3,0.458,0.138,0.12,0.74,0.23,0.00,0.01,0.00,0.02,0.02,0.609,0.086,0.243,0.184,0.247,0.175,0.152,0.73,0.199,0.063,38103,0.376,0.863,0.201,3,0.213,0.968,0.006,0.064,0.984,28.34,12.77,0.62,0.67,Rep,Rep
05039,Dallas County,Arkansas,7868,0.197,97.1,0.505,0.13,0.24,0.54,0.41,0.00,0.02,0.00,0.01,0.03,0.914,0.083,0.198,0.23,0.194,0.133,0.246,0.722,0.222,0.048,34084,0.415,0.857,0.155,2.9,0.246,0.878,0.028,0.473,0.96,11.79,6.44,0.62,0.55,Rep,Rep
05041,Desha County,Arkansas,12379,0.167,86.5,0.404,0.119,0.16,0.46,0.48,0.00,0.00,0.00,0.02,0.05,0.622,0.177,0.277,0.165,0.227,0.165,0.166,0.699,0.257,0.045,27197,0.395,0.841,0.33,2.97,0.207,0.966,0.027,0.92,0.952,16.12,8.16,0.38,0.45,Rep,Rep
05043,Drew County,Arkansas,18740,0.157,96.7,0.355,0.205,0.14,0.67,0.29,0.00,0.00,0.00,0.02,0.03,0.634,0.143,0.36,0.16,0.223,0.106,0.151,0.699,0.225,0.075,32819,0.316,0.845,0.286,2.9,0.208,0.927,0.016,0.679,0.97,22.62,10.23,0.59,0.61,Rep,Rep
05045,Faulkner County,Arkansas,119343,0.109,96.1,0.306,0.283,0.11,0.81,0.11,0.00,0.01,0.00,0.03,0.04,0.443,0.066,0.345,0.169,0.257,0.118,0.11,0.769,0.179,0.051,51223,0.262,0.876,0.155,3.18,0.122,0.927,0.029,0.433,0.956,184.21,74.83,0.48,0.63,Rep,Rep
05047,Franklin County,Arkansas,17866,0.181,97,0.404,0.124,0.15,0.93,0.01,0.02,0.00,0.00,0.04,0.03,0.347,0.11,0.26,0.183,0.22,0.122,0.216,0.715,0.201,0.078,39285,0.409,0.874,0.22,3.08,0.184,0.919,0.012,0.692,0.983,29.34,13.18,0.50,0.75,Rep,Rep
05049,Fulton County,Arkansas,12224,0.246,98.2,0.43,0.107,0.22,0.96,0.00,0.00,0.02,0.00,0.02,0.01,0.330,0.076,0.266,0.203,0.205,0.151,0.175,0.735,0.149,0.11,37066,0.529,0.867,0.199,2.67,0.246,0.906,0.015,0.255,0.979,19.77,10.95,0.33,0.73,Rep,Rep
05051,Garland County,Arkansas,96954,0.215,93.8,0.322,0.214,0.20,0.83,0.08,0.01,0.01,0.00,0.04,0.05,0.468,0.092,0.315,0.207,0.25,0.121,0.107,0.776,0.143,0.08,38733,0.428,0.836,0.209,2.89,0.194,0.933,0.032,0.481,0.946,143.05,74.53,0.57,0.65,Rep,Rep
05053,Grant County,Arkansas,18054,0.156,96.7,0.431,0.171,0.12,0.93,0.04,0.00,0.01,0.00,0.02,0.01,0.447,0.094,0.291,0.163,0.211,0.127,0.209,0.771,0.181,0.048,46171,0.373,0.892,0.12,3.09,0.177,0.94,0.015,0.369,0.98,28.58,12.38,0.34,0.75,Rep,Rep
05055,Greene County,Arkansas,43382,0.146,98,0.431,0.153,0.09,0.95,0.01,0.00,0.00,0.00,0.03,0.03,0.372,0.09,0.283,0.137,0.235,0.097,0.248,0.785,0.145,0.069,41286,0.376,0.864,0.178,3.08,0.202,0.945,0.01,0.595,0.976,75.09,31.72,0.64,0.74,Rep,Rep
05057,Hempstead County,Arkansas,22336,0.161,93.4,0.38,0.122,0.25,0.56,0.30,0.00,0.00,0.00,0.04,0.12,0.626,0.079,0.256,0.138,0.194,0.159,0.253,0.736,0.203,0.061,32122,0.431,0.825,0.27,3.57,0.206,0.956,0.065,0.97,0.888,30.70,14.33,0.27,0.63,Rep,Rep
05059,Hot Spring County,Arkansas,33316,0.171,105.3,0.421,0.13,0.15,0.83,0.12,0.01,0.00,0.00,0.03,0.03,0.434,0.076,0.265,0.194,0.229,0.129,0.183,0.757,0.187,0.056,40000,0.438,0.858,0.191,3.01,0.244,0.935,0.011,0.667,0.984,54.15,23.23,0.15,0.69,Rep,Rep
05061,Howard County,Arkansas,13555,0.16,94.8,0.335,0.152,0.19,0.66,0.22,0.01,0.00,0.00,0.01,0.11,0.561,0.085,0.256,0.144,0.194,0.134,0.271,0.775,0.151,0.074,34229,0.418,0.816,0.218,3.18,0.177,0.95,0.057,0.971,0.872,23.03,10.59,0.36,0.68,Rep,Rep
05063,Independence County,Arkansas,36952,0.164,95.6,0.389,0.158,0.12,0.89,0.02,0.00,0.01,0.00,0.03,0.06,0.461,0.069,0.282,0.17,0.208,0.146,0.194,0.771,0.159,0.069,36265,0.414,0.855,0.218,2.99,0.193,0.942,0.036,0.792,0.951,48.37,21.27,0.76,0.74,Rep,Rep
05065,Izard County,Arkansas,13480,0.246,107.9,0.4,0.127,0.23,0.96,0.01,0.00,0.00,0.00,0.01,0.02,0.343,0.1,0.331,0.16,0.201,0.099,0.208,0.722,0.166,0.11,32630,0.517,0.843,0.21,2.76,0.232,0.929,0.023,0.275,0.98,23.22,12.42,0.15,0.75,Rep,Rep
05067,Jackson County,Arkansas,17597,0.166,98.6,0.453,0.088,0.16,0.78,0.17,0.01,0.00,0.00,0.03,0.03,0.486,0.079,0.22,0.173,0.21,0.136,0.261,0.757,0.178,0.061,31261,0.431,0.852,0.268,2.9,0.218,0.864,0.007,0.695,0.982,27.76,11.96,0.61,0.64,Rep,Rep
05069,Jefferson County,Arkansas,73548,0.146,96.7,0.387,0.175,0.15,0.41,0.55,0.00,0.01,0.00,0.02,0.02,0.597,0.112,0.289,0.216,0.218,0.071,0.206,0.696,0.263,0.039,36747,0.358,0.881,0.255,3.12,0.185,0.959,0.017,0.352,0.963,84.47,38.08,0.79,0.36,Rep,Rep
05071,Johnson County,Arkansas,25930,0.154,98,0.411,0.17,0.11,0.81,0.01,0.00,0.01,0.00,0.04,0.13,0.288,0.062,0.255,0.153,0.196,0.114,0.282,0.803,0.14,0.055,34139,0.406,0.861,0.221,3.08,0.168,0.948,0.076,0.812,0.886,39.30,17.18,0.78,0.67,Rep,Rep
05073,Lafayette County,Arkansas,7270,0.21,94.6,0.433,0.118,0.35,0.60,0.38,0.00,0.00,0.00,0.01,0.01,0.844,0.125,0.278,0.161,0.199,0.18,0.182,0.653,0.208,0.115,31194,0.478,0.829,0.244,3.21,0.231,0.946,0.007,0.058,0.988,13.76,8.24,0.26,0.62,Rep,Rep
05075,Lawrence County,Arkansas,17029,0.193,95.2,0.427,0.128,0.16,0.96,0.01,0.00,0.00,0.00,0.03,0.01,0.450,0.069,0.255,0.214,0.205,0.151,0.175,0.714,0.199,0.078,32379,0.456,0.837,0.239,3.04,0.196,0.945,0.007,0.639,0.982,28.98,13.58,0.52,0.72,Rep,Rep
05077,Lee County,Arkansas,9966,0.167,126.2,0.395,0.079,0.18,0.41,0.56,0.00,0.00,0.00,0.00,0.02,0.494,0.173,0.209,0.249,0.212,0.173,0.156,0.649,0.257,0.094,28393,0.376,0.839,0.273,3.05,0.256,0.944,0.011,0.9,0.982,16.54,7.25,0.38,0.41,Rep,Rep
05079,Lincoln County,Arkansas,14062,0.13,157.3,0.48,0.088,0.17,0.65,0.31,0.00,0.00,0.00,0.01,0.04,0.368,0.142,0.292,0.189,0.178,0.13,0.21,0.682,0.235,0.079,32580,0.38,0.846,0.23,2.92,0.213,0.926,0.015,0.971,0.972,25.04,8.65,0.07,0.64,Rep,Rep
05081,Little River County,Arkansas,12720,0.189,100.8,0.406,0.1,0.19,0.73,0.21,0.01,0.00,0.00,0.03,0.03,0.602,0.088,0.26,0.193,0.191,0.109,0.248,0.74,0.221,0.039,36205,0.461,0.85,0.193,2.91,0.201,0.936,0.011,0.651,0.966,23.90,12.13,0.30,0.69,Rep,Rep
05083,Logan County,Arkansas,22001,0.189,100.4,0.437,0.127,0.15,0.92,0.02,0.01,0.02,0.00,0.02,0.03,0.492,0.081,0.282,0.203,0.203,0.115,0.196,0.727,0.19,0.08,35325,0.393,0.868,0.193,2.96,0.204,0.951,0.018,0.235,0.971,31.07,14.31,0.27,0.73,Rep,Rep
05085,Lonoke County,Arkansas,70691,0.121,97.1,0.34,0.191,0.08,0.87,0.06,0.01,0.01,0.00,0.03,0.04,0.357,0.059,0.341,0.154,0.251,0.113,0.14,0.768,0.18,0.051,53631,0.303,0.891,0.124,3.14,0.15,0.924,0.021,0.413,0.971,91.72,36.66,0.23,0.74,Rep,Rep
05087,Madison County,Arkansas,15702,0.171,100.4,0.46,0.107,0.15,0.91,0.00,0.00,0.01,0.00,0.05,0.05,0.257,0.073,0.271,0.147,0.193,0.156,0.232,0.705,0.156,0.138,37691,0.383,0.835,0.205,2.91,0.184,0.957,0.033,0.6,0.945,18.82,8.97,0.25,0.73,Rep,Rep
05089,Marion County,Arkansas,16458,0.26,98.6,0.434,0.132,0.28,0.95,0.00,0.01,0.01,0.00,0.03,0.02,0.357,0.109,0.194,0.258,0.201,0.117,0.23,0.729,0.153,0.118,34195,0.548,0.856,0.188,2.89,0.248,0.907,0.014,0.279,0.983,27.57,15.63,0.24,0.76,Rep,Rep
